University of Texas Medical Branch School of Medicine,USA,United States,Texas,Physician,UTMB
University of Texas Medical School at Houston,USA,United States,Texas,Physician,
University of Texas Rio Grande Valley School of Medicine,USA,United States,Texas,Physician,
University of Texas School of Medicine at San Antonio,USA,United States,Texas,Physician,
University of Texas Southwestern Medical School at Dallas,USA,United States,Texas,Physician,UT
University of Utah School of Medicine,USA,United States,Utah,Physician,
University of Vermont College of Medicine,USA,United States,Vermont,Physician,
Eastern Virginia Medical School,USA,United States,Virginia ,Physician,EVMS
Edward Via College of Osteopathic Medicine,USA,United States,Virginia ,Physician,VCOM
Liberty University College of Osteopathic Medicine,USA,United States,Virginia ,Physician,LUCOM
University of Virginia School of Medicine,USA,United States,Virginia ,Physician,
"Virginia Commonwealth University (VCU) School of Medicine, Medical College of Virginia Health Sciences Division",USA,United States,Virginia ,Physician,VCU
Virginia Tech Carilion School of Medicine,USA,United States,Virginia ,Physician,VT
"Elson S. Floyd College of Medicine, Washington State University",USA,United States,Washington,Physician,WSU
Pacific Northwest University of Health Sciences,USA,United States,Washington,Physician,PNWU
University of Washington School of Medicine,USA,United States,Washington,Physician,UW
Joan C. Edwards School of Medicine at Marshall University,USA,United States,West Virginia,Physician,
West Virginia School of Osteopathic Medicine,USA,United States,West Virginia,Physician,
West Virginia University School of Medicine,USA,United States,West Virginia,Physician,
Medical College of Wisconsin,USA,United States,Wisconsin,Physician,
University of Wisconsin School of Medicine and Public Health,USA,United States,Wisconsin,Physician,WSMPH
American University of the Caribbean School of Medicine,USA,United States,Florida,Physician,AUC
The Commonwealth Medical College,USA,United States,Pennsylvania,Physician,
Sophie Davis School of Biomedical Education,USA,United States,New York,Physician,
Medical College of Georgia,USA,United States,Georgia,Physician,MCG
Suny Downstate Medical Center College of Medicine,USA,United States,New York,Physician,
Washington University School of Medicine in St. Louis,USA,United States,Missouri,Physician,
John P. and Kathrine G. Mcgovern Medical School,USA,United States,Texas,Physician,
Northwestern State University,USA,United States,Louisiana,Physician,NWSU
University of the Incarnate World,USA,United States,Texas,Physician,UIW
Saint James School of Medicine,USA,United States,Illinois,Physician,
"University of Science, Arts & Technology Faculty of Medicine",USA,United States,Colorado,Physician,USAT
Adventist University of Health Sciences - Orlando  ,USA,United States,Florida,PA,
Albany Medical College,USA,United States,New York,PA,AMC
Alderson Broaddus University,USA,United States,West Virginia,PA,
Anne Arundel Community College,USA,United States,Maryland,PA,AACC
Arcadia University,USA,United States,Pennsylvania,PA,
Arizona School of Health Sciences,USA,United States,Arizona,PA,ATSU
Augsburg College,USA,United States,Minnesota,PA,
Augusta University,USA,United States,Georgia,PA,
Baldwin Wallace University  ,USA,United States,Ohio,PA,
Barry University  ,USA,United States,Florida,PA,
Bay Path University,USA,United States,Massachusetts,PA,
Baylor College of Medicine,USA,United States,Texas,PA,
Bethel University  ,USA,United States,Minnesota,PA,
Bethel University ,USA,United States,Tennessee,PA,
Boston University School of Medicinepa Program.  ,USA,United States,Massachusetts,PA,
Bryant University  ,USA,United States,Rhode Island,PA,
Butler University,USA,United States,Indiana,PA,
California Baptist University  ,USA,United States,California,PA,
Campbell University,USA,United States,Michigan,PA,
Carroll University,USA,United States,Wisconsin,PA,
Case Western Reserve University  ,USA,United States,Ohio,PA,
CCNY Sophie Davis School of Biomedical Education,USA,United States,New York,PA,
Central Michigan University,USA,United States,Michigan,PA,
Chapman University  ,USA,United States,California,PA,
Charles R. Drew University  ,USA,United States,California,PA,
Chatham University,USA,United States,Pennsylvania,PA,
Christian Brothers University  ,USA,United States,Tennessee,PA,CBU
Clarkson University,USA,United States,New York,PA,
College of Saint Mary  ,USA,United States,Nebraska,PA,CSM
Concordia University  ,USA,United States,Illinois,PA,
Cornell University,USA,United States,New York,PA,
Cuny York College,USA,United States,New York,PA,
Cuyahoga Community College / Cleveland State University,USA,United States,Ohio,PA,
D'Youville College,USA,United States,New York,PA,
Daemen College,USA,United States,New York,PA,
Des Moines University  ,USA,United States,Iowa,PA,
Desales University,USA,United States,Pennsylvania,PA,
Drexel University,USA,United States,Pennsylvania,PA,
Duke University Medical Center,USA,United States,North Carolina,PA,
Duquesne University,USA,United States,Pennsylvania,PA,
East Carolina University,USA,United States,North Carolina,PA,ECU
Eastern Michigan University  ,USA,United States,Michigan,PA,
Eastern Virginia Medical School,USA,United States,Virginia ,PA,EVSM
Elon University  ,USA,United States,North Carolina,PA,
Emory University,USA,United States,Georgia,PA,
Florida International University Herbert Wertheim College of Medicine  ,USA,United States,Florida,PA,FIU
Francis Marion University  ,USA,United States,South Carolina,PA,
Franklin Pierce University,USA,United States,New Hampshire,PA,
Gannon University,USA,United States,Pennsylvania,PA,
Gardner Webb University  ,USA,United States,North Carolina,PA,
George Washington University,USA,United States,Washington,PA,GW
Grand Valley State University  ,USA,United States,Michigan,PA,GVSU
Guayaquil,USA,,,PA,
Hardin-simmons University  ,USA,United States,Texas,PA,
Harding University,USA,United States,Arkansas,PA,
Heritage University ,USA,United States,Washington,PA,
High Point University  ,USA,United States,North Carolina,PA,
Hofstra University,USA,United States,New York,PA,
Howard University,USA,United States,Washington,PA,
Idaho State University  ,USA,United States,Idaho,PA,ISU
Indiana State University  ,USA,United States,Indiana,PA,ISU
Indiana University School of Health and Rehabilitation Sciences  ,USA,United States,Indiana,PA,
Interservice,USA,United States,,PA,
James Madison University,USA,United States,Virginia,PA,JMU
Jefferson College of Health Sciences,USA,United States,Virginia,PA,
Johnson & Wales University  ,USA,United States,Rhode Island,PA,JWU
Kean University,USA,United States,New Jersey,PA,
Keiser University,USA,United States,Florida,PA,
Kettering College,USA,United States,Ohio,PA,
King's College,USA,United States,Pennsylvania,PA,
Lake Erie College  ,USA,United States,Ohio,PA,
Le Moyne College,USA,United States,New York,PA,
Lenoir-Rhyne University ,USA,United States,North Carolina,PA,LRU
Lincoln Memorial University,USA,United States,Tennessee,PA,
Lock Haven University  ,USA,United States,Pennsylvania,PA,
Loma Linda University,USA,United States,California,PA,
Long Island University,USA,United States,New York,PA,
Louisiana State University - New Orleans  ,USA,United States,Louisiana,PA,LSU
Louisiana State University - Shreveport,USA,United States,Louisiana,PA,LSU
Lynchburg College  ,USA,United States,Virginia,PA,
Marietta College,USA,United States,Ohio,PA,
Marist College  ,USA,United States,New York,PA,
Marquette University,USA,United States,Wisconsin,PA,
Marshall B. Ketchum University  ,USA,United States,California,PA,
Mary Baldwin College  ,USA,United States,Virginia,PA,
Marywood University,USA,United States,Pennsylvania,PA,
Jefferson College of Health Sciences,USA,United States,Virginia,PA,
Massachusetts College of Pharmacy and Health Sciences,USA,United States,Massachusetts,PA,MCPHS
Medical University of South Carolina,USA,United States,South Carolina,PA,MUSC
University of South Carolina School of Medicine ,USA,United States,South Carolina,PA,
Mercer University,USA,United States,Georgia,PA,
Mercy College,USA,United States,New York,PA,
Mercyhurst University  ,USA,United States,Pennsylvania,PA,
Methodist University,USA,United States,North Carolina,PA,
MGH Institute of Health Professions  ,USA,United States,Massachusetts,PA,
Miami Dade College,USA,United States,Florida,PA,
Midwestern University,USA,United States,Illinois,PA,
Midwestern University,USA,United States,Illinois,PA,
Misericordia University  ,USA,United States,Pennsylvania,PA,
Mississippi College,USA,United States,Mississippi,PA,
Missouri State University,USA,United States,Missouri,PA,
Monmouth University  ,USA,United States,New Jersey,PA,
Moreno Valley College ,USA,United States,California,PA,MVC
Mount Saint Joseph University  ,USA,United States,Ohio,PA,
New York Institute of Technology,USA,United States,New York,PA,
Northeastern University,USA,United States,Massachusetts,PA,NU or NEU
Northern Arizona University,USA,United States,Arizona,PA,NAU
Northwestern University,USA,United States,Illinois,PA,NU
"Nova Southeastern University, Fort Myers",USA,United States,Florida,PA,
"Nova Southeastern University, Ft. Lauderdale",USA,United States,Florida,PA,
"Nova Southeastern University, Jacksonville",USA,United States,Florida,PA,
"Nova Southeastern University, Orlando",USA,United States,Florida,PA,
Ohio Dominican University,USA,United States,Ohio,PA,
Ohio University  ,USA,United States,Ohio,PA,
Oklahoma City University  ,USA,United States,Oklahoma,PA,
Oregon Health & Science University,USA,United States,Oregon,PA,OHSU
Our Lady of the Lake University,USA,United States,Texas,PA,OLLU
Pace University,USA,United States,New York,PA,
Pacific University,USA,United States,Oregon,PA,
Penn State University  ,USA,United States,Pennsylvania,PA,Penn State or PSU
Pennsylvania College of Technology,USA,United States,Pennsylvania,PA,
Philadelphia College of Osteopathic Medicine  ,USA,United States,Pennsylvania,PA,
Philadelphia University,USA,United States,Pennsylvania,PA,
Quinnipiac University,USA,United States,Connecticut,PA,
Red Rocks Community College,USA,United States,Colorado,PA,
Rochester Institute of Technology,USA,United States,New York,PA,RIT
Rocky Mountain College,USA,United States,Montana,PA,
Rocky Mountain University of Health Professions  ,USA,United States,Utah,PA,
Rosalind Franklin Univ of Medicine ,USA,United States,Illinois,PA,
Rutgers University,USA,United States,New Jersey,PA,
Sacred Heart University  ,USA,United States,Connecticut,PA,
Saint Catherine University,USA,United States,Minnesota,PA,
Saint Francis University,USA,United States,Pennsylvania,PA,
Saint Louis University,USA,United States,Missouri,PA,SLU
Salus University,USA,United States,Pennsylvania,PA,
Samuel Merritt University,USA,United States,California,PA,
Seton Hall University,USA,United States,New Jersey,PA,
Seton Hill University,USA,United States,New Jersey,PA,
Shenandoah University  ,USA,United States,Virginia,PA,
Slippery Rock University  ,USA,United States,Pennsylvania,PA,SRU
South College,USA,United States,Tennessee,PA,
South University,USA,United States,Georgia,PA,
"South University, Tampa",USA,United States,Florida,PA,
Southern California University of Health Sciences  ,USA,United States,California,PA,
Southern Illinois University,USA,United States,Illinois,PA,
Springfield College,USA,United States,Massachusetts,PA,
St. Ambrose University  ,USA,United States,Iowa,PA,
St. John's University,USA,United States,New York,PA,
Stanford University,USA,United States,California,PA,
Stephens College  ,USA,United States,Missouri,PA,
Stony Brook University,USA,United States,New York,PA,
Sullivan University  ,USA,United States,Kentucky,PA,
Suny Downstate Medical Center,USA,United States,New York,PA,
Suny Upstate Medical Center,USA,United States,New York,PA,
Temple University Lewis Katz School of Medicine  ,USA,United States,Pennsylvania,PA,
Texas Tech University Health Sciences Center,USA,United States,Texas,PA,TTUHSC
The University of Findlay,USA,United States,Ohio,PA,
Thomas Jefferson University  ,USA,United States,Pennsylvania,PA,
Colorado Mesa University  ,USA,United States,Colorado,PA,
Touro College,USA,United States,New York,PA,
Touro College,USA,United States,New York,PA,
Touro University,USA,United States,California,PA,
Touro University Nevada,USA,United States,Nevada,PA,
Towson University/ Community College of Baltimore County- (CCBC) Essex,USA,United States,Maryland,PA,
Trevecca Nazarene University,USA,United States,Tennessee,PA,
Tufts University,USA,United States,Massachusetts,PA,
Union College,USA,United States,New York,PA,
University of Alabama at Birmingham,USA,United States,Alabama,PA,UAB
University of Arkansas  ,USA,United States,Arkansas,PA,U of A
University of Bridgeport,USA,United States,Connecticut,PA,UB
"University of California, Davis",USA,United States,California,PA,UC-Davis
University of Charleston  ,USA,United States,West Virginia,PA,
University of Colorado,USA,United States,Colorado,PA,
University of Dayton  ,USA,United States,Ohio,PA,UD
University of Detroit Mercy,USA,United States,Michigan,PA,UDM
University of Dubuque  ,USA,United States,Iowa,PA,
University of Florida,USA,United States,Florida,PA,UF
University of Iowa,USA,United States,Iowa,PA,UI
University of Kentucky  ,USA,United States,Kentucky,PA,UK
University of Missouri - Kansas City  ,USA,United States,Missouri,PA,UMKC
University of Mount Union,USA,United States,Ohio,PA,
University of Nebraska  ,USA,United States,Nebraska,PA,
University of New England,USA,United States,Maine,PA,UNE
University of New Mexico,USA,United States,New Mexico,PA,UNM
University of North Carolina - Chapel Hill  ,USA,United States,North Carolina,PA,UNC
University of North Dakota,USA,United States,North Dakota,PA,UND
University of North Texas HS Center Ft Worth,USA,United States,Texas,PA,UNT
"University of Oklahoma, Oklahoma City  ",USA,United States,Oklahoma,PA,
"University of Oklahoma, Tulsa",USA,United States,Oklahoma,PA,
University of Pittsburgh,USA,United States,Pennsylvania,PA,
University of Saint Francis,USA,United States,Indiana,PA,USF
University of South Alabama,USA,United States,Alabama,PA,USA
University of South Dakota,USA,United States,South Dakota,PA,USD
University of Southern California,USA,United States,California,PA,USC
University of St. Francis,USA,United States,Illinois,PA,
University of Tennessee Health Science Center,USA,United States,Tennessee,PA,
University of Texas - Hs Center at San Antonio,USA,United States,Texas,PA,
University of Texas - Medical Branch at Galveston,USA,United States,Texas,PA,
University of Texas - Pan American,USA,United States,Texas,PA,
University of Texas Rio Grande Valley,USA,United States,Texas,PA,
University of the Cumberlands  ,USA,United States,Kentucky,PA,
University of the Pacific,USA,United States,California,PA,UOP
University of the Sciences of Philadelphia  ,USA,United States,Pennsylvania,PA,
University of Toledo,USA,United States,Ohio,PA,UT
University of Utah,USA,United States,Utah,PA,
University of Washington  ,USA,United States,Washington,PA,
University of Wisconsin - La Crosse,USA,United States,Wisconsin,PA,
University of Wisconsin - Madison,USA,United States,Wisconsin,PA,
Ut Southwestern - School of Health Professions,USA,United States,Texas,PA,UT Southwestern
Wagner College,USA,United States,New York,PA,
Wake Forest University,USA,United States,North Carolina,PA,
Wayne State University,USA,United States,Michigan,PA,
West Liberty University,USA,United States,West Virginia,PA,
Western Michigan University,USA,United States,Michigan,PA,WMU
Western University of Health Sciences,USA,United States,California,PA,
Wichita State University,USA,United States,Kansas,PA,WSU
Wingate University  ,USA,United States,North Carolina,PA,
Yale University School of Medicine,USA,United States,Connecticut,PA,
Saint Francis University,USA,United States,Pennsylvania,PA,
University of Evansville,USA,United States,Indiana,PA,
College of St. Scholastica  ,USA,United States,Minnesota,PA,
North Greenville University  ,USA,United States,South Carolina,PA,
University of South Florida  ,USA,United States,Florida,PA,USF
University of Alaska Fairbanks- Anchorage,USA,United States,Alaska,Psychology,UAF
University of South Alabama,USA,United States,Alabama,Psychology,USA
University of Alabama at Tuscaloosa,USA,United States,Alabama,Psychology,UA
Auburn University,USA,United States,Alabama,Psychology,
Auburn University,USA,United States,Alabama,Psychology,
University of Alabama at Birmingham,USA,United States,Alabama,Psychology,
University of Arkansas,USA,United States,Arkansas,Psychology,
University of Central Arkansas,USA,United States,Arkansas,Psychology,
Griffith University,,Australia,,Psychology,
Midwestern University,USA,United States,Arizona,Psychology,
Arizona State University,USA,United States,Arizona,Psychology,ASU
Arizona State University,USA,United States,Arizona,Psychology,ASU
Arizona State University,USA,United States,Arizona,Psychology,ASU
University of Arizona,USA,United States,Arizona,Psychology,UA
University of Arizona,USA,United States,Arizona,Psychology,UA
"Arizona School of Professional Psychology at Argosy University, Phoenix",USA,United States,Arizona,Psychology,
Fuller Theological Seminary,USA,United States,California,Psychology,
John F. Kennedy University,USA,United States,California,Psychology,
Biola University,USA,United States,California,Psychology,
Azusa Pacific University,USA,United States,California,Psychology,
Loma Linda University,USA,United States,California,Psychology,LLU
Loma Linda University,USA,United States,California,Psychology,LLU
Palo Alto University,USA,United States,California,Psychology,
"Alliant International University, San Francisco Bay",USA,United States,California,Psychology,
"Alliant International University, Fresno",USA,United States,California,Psychology,
"Alliant International University, Los Angeles",USA,United States,California,Psychology,
"Alliant International University, San Diego",USA,United States,California,Psychology,
"University of California, Berkeley",USA,United States,California,Psychology,UCB
"University of California, Berkeley",USA,United States,California,Psychology,UCB
"University of California, Los Angeles",USA,United States,California,Psychology,UCLA
Fuller Theological Seminary,USA,United States,California,Psychology,
Biola University,USA,United States,California,Psychology,
University of Southern California,USA,United States,California,Psychology,
San Diego State University - Uc San Diego,USA,United States,California,Psychology,
The Wright Institute,USA,United States,California,Psychology,WI
Fielding Graduate University,USA,United States,California,Psychology,
Pepperdine University,USA,United States,California,Psychology,
"Alliant International University, Los Angeles",USA,United States,California,Psychology,
"University of California, Santa Barbara",USA,United States,California,Psychology,
"Alliant International University, Fresno",USA,United States,California,Psychology,
"Alliant International University, San Diego",USA,United States,California,Psychology,
"Alliant International University, San Francisco Bay",USA,United States,California,Psychology,
Palo Alto University,USA,United States,California,Psychology,
"American School of Professional Psychology - Southern California at Argosy University, Orange County",USA,United States,California,Psychology,
"University of California, Riverside",USA,United States,California,Psychology,
University of La Verne,USA,United States,California,Psychology,
"American School of Professional Psychology at Argosy University, San Francisco Bay Area",USA,United States,California,Psychology,
California Lutheran University,USA,United States,California,Psychology,
"Alliant International University, Sacramento",USA,United States,California,Psychology,
University of Colorado Denver,USA,United States,Colorado,Psychology,
