Augusta University Medical College of Georgia,USA,United States,Georgia,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Mercer University School of Medicine,USA,United States,Georgia,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Morehouse School of Medicine,USA,United States,Georgia,Physician,MSM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Philadelphia College of Osteopathic Medicine - Georgia ,USA,United States,Georgia,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Hawaii at Manoa John A. Burns School of Medicine,USA,United States,Hawaii,Physician,JABSOM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Idaho College of Osteopathic Medicine,USA,United States,Idaho,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Loyola University Chicago Stritch School of Medicine,USA,United States,Illinois,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Midwestern University Chicago College of Osteopathic Medicine,USA,United States,Illinois,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Northwestern University Feinberg School of Medicine,USA,United States,Illinois,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Rosalind Franklin University - Chicago Medical School,USA,United States,Illinois,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Rush Medical College,USA,United States,Illinois,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Southern Illinois University School of Medicine,USA,United States,Illinois,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Chicago Pritzker School of Medicine,USA,United States,Illinois,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Illinois College of Medicine,USA,United States,Illinois,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Indiana University School of Medicine,USA,United States,Indiana,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Marian University College of Osteopathic Medicine,USA,United States,Indiana,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Des Moines University College of Osteopathic Medicine,USA,United States,Iowa,Physician,DMU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Iowa Roy J. and Lucille A. Carver College of Medicine,USA,United States,Iowa,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Kansas School of Medicine,USA,United States,Kansas,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Kentucky College of Medicine,USA,United States,Kentucky,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Louisville School of Medicine,USA,United States,Kentucky,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Pikeville Kentucky College of Osteopathic Medicine,USA,United States,Kentucky,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Louisiana State University School of Medicine in New Orleans,USA,United States,Louisiana,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Louisiana State University School of Medicine in Shreveport,USA,United States,Louisiana,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Tulane University School of Medicine,USA,United States,Louisiana,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of New England College of Osteopathic Medicine,USA,United States,Maine,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Eastern Maine Community College,USA,United States,Maine,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Johns Hopkins University School of Medicine,USA,United States,Maryland,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,USA,United States,Maryland,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Maryland School of Medicine,USA,United States,Maryland,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Boston University School of Medicine,USA,United States,Massachusetts,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Harvard Medical School,USA,United States,Massachusetts,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Tufts University School of Medicine,USA,United States,Massachusetts,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Massachusetts Medical School,USA,United States,Massachusetts,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Central Michigan University College of Medicine,USA,United States,Michigan,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Michigan State University College of Human Medicine,USA,United States,Michigan,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Michigan State University College of Osteopathic Medicine,USA,United States,Michigan,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Oakland University William Beaumont School of Medicine,USA,United States,Michigan,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Michigan Medical School,USA,United States,Michigan,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Wayne State University School of Medicine,USA,United States,Michigan,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Western Michigan University Homer Stryker M.D. School of Medicine,USA,United States,Michigan,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Mayo Clinic College of Medicine,USA,United States,Minnesota,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Minnesota Medical School,USA,United States,Minnesota,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Mississippi School of Medicine,USA,United States,Mississippi,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
William Carey University College of Osteopathic Medicine,USA,United States,Mississippi,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Kirksville College of Osteopathic Medicine,USA,United States,Mississippi,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Kansas City University of Medicine and Biosciences College of Osteopathic Medicine,USA,United States,Missouri,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Saint Louis University School of Medicine,USA,United States,Missouri,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Missouri School of Medicine,USA,United States,Missouri,Physician,MU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Missouri - Kansas City School of Medicine,USA,United States,Missouri,Physician,UMKC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Washington University School of Medicine,USA,United States,Missouri,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Missouri State University,USA,United States,Missouri,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Creighton University School of Medicine,USA,United States,Nebraska,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Nebraska College of Medicine,USA,United States,Nebraska,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Touro University Nevada College of Osteopathic Medicine,USA,United States,Nevada,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Nevada School of Medicine,USA,United States,Nevada,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Geisel School of Medicine at Dartmouth,USA,United States,New Hampshire,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Cooper Medical School of Rowan University,USA,United States,New Jersey,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Hackensack Meridian School of Medicine at Seton Hall University,USA,United States,New Jersey,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Rowan University School of Osteopathic Medicine,USA,United States,New Jersey,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Rutgers New Jersey Medical School,USA,United States,New Jersey,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Rutgers Robert Wood Johnson Medical School,USA,United States,New Jersey,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
New Mexico State University Burrell College of Osteopathic Medicine,USA,United States,New Mexico,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of New Mexico School of Medicine,USA,United States,New Mexico,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Albany Medical College,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Albert Einstein College of Medicine at Yeshiva University,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Columbia University College of Physicians and Surgeons,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Hofstra Northwell School of Medicine,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Icahn School of Medicine at Mount Sinai,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
New York Institute of Technology College of Osteopathic Medicine,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
New York Medical College,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Nevada Las Vegas School of Medicine,USA,United States,Nevada,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
New York University School of Medicine,USA,United States,New York,Physician,NYU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
SUNY Downstate Medical Center College of Medicine,USA,United States,New York,Physician,SUNY,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
SUNY Upstate Medical University,USA,United States,New York,Physician,SUNY,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Stony Brook University School of Medicine,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Touro College of Osteopathic Medicine,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University at Buffalo School of Medicine and Biomedical Sciences,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Rochester School of Medicine and Dentistry,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Weill Cornell Medical College,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Campbell University School of Osteopathic Medicine,USA,United States,North Carolina,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Duke University School of Medicine,USA,United States,North Carolina,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
The Brody School of Medicine at East Carolina University,USA,United States,North Carolina,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of North Carolina School of Medicine,USA,United States,North Carolina,Physician,UNC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Wake Forest School of Medicine,USA,United States,North Carolina,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of North Dakota School of Medicine and Health Sciences,USA,United States,North Dakota,Physician,UND,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Boonshoft School of Medicine at Wright State University,USA,United States,Ohio,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Case Western Reserve University,USA,United States,Ohio,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Cleveland Clinic Lerner College of Medicine,USA,United States,Ohio,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Northeast Ohio Medical University,USA,United States,Ohio,Physician,NEOMED,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Ohio University Heritage College of Osteopathic Medicine,USA,United States,Ohio,Physician,OU-HCOM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
The Ohio State University College of Medicine,USA,United States,Ohio,Physician,OSU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Cincinnati College of Medicine,USA,United States,Ohio,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Toledo College of Medicine,USA,United States,Ohio,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Oklahoma State University Center for Health Sciences College of Osteopathic Medicine,USA,United States,Oklahoma,Physician,OSU-CHS,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Oklahoma College of Medicine,USA,United States,Oklahoma,Physician,OU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Western University of Health Sciences College of Osteopathic Medicine of the Pacific-Northwest,USA,United States,Oregon,Physician,COMP-Northwest,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Oregon Health and Science University School of Medicine,USA,United States,Oregon,Physician,OHSU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Geisinger Commonwealth School of Medicine,USA,United States,Pennsylvania,Physician,GCSOM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Drexel University College of Medicine,USA,United States,Pennsylvania,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Lake Erie College of Osteopathic Medicine,USA,United States,Pennsylvania,Physician,LECOM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Pennsylvania State University College of Medicine,USA,United States,Pennsylvania,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Perelman School of Medicine at  University of Pennsylvania,USA,United States,Pennsylvania,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Philadelphia College of Osteopathic Medicine,USA,United States,Pennsylvania,Physician,PECOM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Sidney Kimmel Medical College at Thomas Jefferson University,USA,United States,Pennsylvania,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Temple University School of Medicine,USA,United States,Pennsylvania,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Pittsburgh School of Medicine,USA,United States,Pennsylvania,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Ponce Health Sciences University School of Medicine,USA,United States,Pennsylvania,Physician,PHSU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
San Juan Bautista School of Medicine,USA,United States,Puerto Rico,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Universidad Central del Caribe School of Medicine,USA,United States,Puerto Rico,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Puerto Rico School of Medicine,USA,United States,Puerto Rico,Physician,UPR,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Warren Alpert Medical School of Brown University,USA,United States,Rhode Island,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Edward Via College of Osteopathic Medicine - Carolinas Campus,USA,United States,South Carolina,Physician,VCOM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Medical University of South Carolina College of Medicine,USA,United States,South Carolina,Physician,MUSC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of South Carolina School of Medicine,USA,United States,South Carolina,Physician,USC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Sanford School of Medicine of the University of South Dakota,USA,United States,South Dakota,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
East Tennessee State University James H. Quillen College of Medicine,USA,United States,Tennessee,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Lincoln Memorial University Debusk College of Osteopathic Medicine,USA,United States,Tennessee,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Meharry Medical College School of Medicine,USA,United States,Tennessee,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
The University of Tennessee Health Science Center,USA,United States,Tennessee,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Vanderbilt University School of Medicine,USA,United States,Tennessee,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Baylor College of Medicine,USA,United States,Texas,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Dell Medical School at the University of Texas at Austin,USA,United States,Texas,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Texas A&M University College of Medicine,USA,United States,Texas,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,USA,United States,Texas,Physician,TTU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Texas Tech University Health Sciences Center School of Medicine,USA,United States,Texas,Physician,TTU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of North Texas Health Science Center Texas College of Osteopathic Medicine,USA,United States,Texas,Physician,UNT,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Texas Medical Branch School of Medicine,USA,United States,Texas,Physician,UTMB,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Texas Medical School at Houston,USA,United States,Texas,Physician,UTHealth,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Texas Rio Grande Valley School of Medicine,USA,United States,Texas,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Texas School of Medicine at San Antonio,USA,United States,Texas,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Texas Southwestern Medical School at Dallas,USA,United States,Texas,Physician,UT,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Utah School of Medicine,USA,United States,Utah,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Vermont College of Medicine,USA,United States,Vermont,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Eastern Virginia Medical School,USA,United States,Virginia ,Physician,EVMS,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Edward Via College of Osteopathic Medicine,USA,United States,Virginia ,Physician,VCOM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Liberty University College of Osteopathic Medicine,USA,United States,Virginia ,Physician,LUCOM,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Virginia School of Medicine,USA,United States,Virginia ,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Virginia Commonwealth University School of Medicine,USA,United States,Virginia ,Physician,VCU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Virginia Tech Carilion School of Medicine,USA,United States,Virginia ,Physician,VT,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Elson S. Floyd College of Medicine - Washington State University,USA,United States,Washington,Physician,WSU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Pacific Northwest University of Health Sciences,USA,United States,Washington,Physician,PNWU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Washington School of Medicine,USA,United States,Washington,Physician,UW,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Joan C. Edwards School of Medicine at Marshall University,USA,United States,West Virginia,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
West Virginia School of Osteopathic Medicine,USA,United States,West Virginia,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
West Virginia University School of Medicine,USA,United States,West Virginia,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Medical College of Wisconsin,USA,United States,Wisconsin,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of Wisconsin School of Medicine and Public Health,USA,United States,Wisconsin,Physician,WSMPH,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
American University of the Caribbean School of Medicine,USA,United States,Florida,Physician,AUC,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
The Commonwealth Medical College,USA,United States,Pennsylvania,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Sophie Davis School of Biomedical Education,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Medical College of Georgia,USA,United States,Georgia,Physician,MCG,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
SUNY Downstate Medical Center College of Medicine,USA,United States,New York,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Washington University School of Medicine in St. Louis,USA,United States,Missouri,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
John P. and Kathrine G. McGovern Medical School at University of Texas,USA,United States,Texas,Physician,UTH,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Northwestern State University,USA,United States,Louisiana,Physician,NWSU,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
University of the Incarnate World,USA,United States,Texas,Physician,UIW,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
Saint James School of Medicine,USA,United States,Illinois,Physician,,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
"University of Science, Arts & Technology Faculty of Medicine",USA,United States,Colorado,Physician,USAT,Physician,7275dbe6-7416-4352-b2d9-ebf3d580cc0d
AdventHealth University ,USA,United States,Florida,PA,AHU,Physician Assistant,6604270b-fe8f-4bf0-b5c2-7e7100d4e7a4
Albany Medical College,USA,United States,New York,PA,AMC,Physician Assistant,6604270b-fe8f-4bf0-b5c2-7e7100d4e7a4
Alderson Broaddus University,USA,United States,West Virginia,PA,,Physician Assistant,6604270b-fe8f-4bf0-b5c2-7e7100d4e7a4
Anne Arundel Community College,USA,United States,Maryland,PA,AACC,Physician Assistant,6604270b-fe8f-4bf0-b5c2-7e7100d4e7a4
Arcadia University,USA,United States,Pennsylvania,PA,,Physician Assistant,6604270b-fe8f-4bf0-b5c2-7e7100d4e7a4
Arizona School of Health Sciences,USA,United States,Arizona,PA,ATSU,Physician Assistant,6604270b-fe8f-4bf0-b5c2-7e7100d4e7a4
Augsburg College,USA,United States,Minnesota,PA,,Physician Assistant,6604270b-fe8f-4bf0-b5c2-7e7100d4e7a4
Augusta University,USA,United States,Georgia,PA,,Physician Assistant,6604270b-fe8f-4bf0-b5c2-7e7100d4e7a4
Baldwin Wallace University  ,USA,United States,Ohio,PA,,Physician Assistant,6604270b-fe8f-4bf0-b5c2-7e7100d4e7a4
